Product Code,Product Name,Image URL,Product URL,Spanish Description
32085,5 Piece Insulated PicoFinish Precision Screwdriver Set,https://cdn.shopify.com/s/files/1/0608/2117/6576/files/dhyf1azbqhyrojcpq0yo.jpg?v=1742175445,https://www.wihatools.com/products/insulated-picofinish-slotted-phillips-5pc-set,"Juego de 5 Destornilladores de Precisión Aislados PicoFinish Wiha 32085

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Los destornilladores de precisión aislados PicoFinish de Wiha son sinónimo de calidad premium, diseñados para uso profesional y aplicaciones exigentes.
- Cuentan con mangos ergonómicos con agarre acolchado para mayor comodidad y control.
- Construcción de doble dureza para una durabilidad prolongada.
- Los mangos están moldeados directamente a la hoja para una unión permanente.
- Estilo PicoFinish® con perfil hexagonal para un torque preciso y control.
- Mango cónico para rotación rápida.
- Tapa extra larga para posiciones óptimas de la mano y giro suave.
- Mangos proporcionados al tamaño de la hoja para una ventaja mecánica consistente.
- Puntas maquinadas con precisión para un ajuste exacto y reducción de deslizamiento.
- Acabado en óxido negro para protección contra la corrosión.

Incluye:
- Destornillador de punta plana: 1.5, 2.5, 3.5 mm
- Destornillador Phillips: #0, #1

Especificaciones:
- Peso total: 0.12 kg
- Código SKU: 32085
- UPC: 084705320854

Beneficios prácticos:
- Cada destornillador ha sido probado individualmente a 10,000 voltios AC y está certificado para 1,000 voltios AC, garantizando seguridad y tranquilidad en trabajos eléctricos.
- Las puntas están etiquetadas en la tapa para facilitar la identificación.
- Cumplen con los estándares de prueba VDE, ASTM F1505, EN/IEC 60900, NFPA-70E y CSA, asegurando protección contra explosiones por arco eléctrico y seguridad en el lugar de trabajo.

Aplicaciones:
- Ideal para trabajos de precisión en entornos eléctricos, donde la seguridad es primordial.
- Perfecto para técnicos y profesionales que requieren herramientas confiables y de alta calidad para tareas de mantenimiento y reparación.

Con el compromiso de Wiha con la excelencia e innovación, este juego de destornilladores de precisión ofrece la confiabilidad y el rendimiento que los profesionales demandan. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32099,7 Piece Insulated SoftFinish Screwdriver Set,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/liaq4f9hkjevdrlt2iei.jpg?v=1742175651,https://www.wihatools.com/products/insulated-screwdriver-set-slotted-phillips-7pc,"Juego de Destornilladores Aislados SoftFinish de 7 Piezas Wiha 32099

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Los destornilladores Wiha SoftFinish® con mango acolchado están diseñados para ofrecer calidad premium, ideales para uso profesional y aplicaciones exigentes.
- Mangos ergonómicos de agarre acolchado para mayor comodidad y control.
- Construcción de doble dureza para una durabilidad prolongada.
- Mangos moldeados directamente a la hoja, garantizando una unión permanente.
- Tamaño del mango proporcional a la hoja para una ventaja mecánica constante.
- Planos paralelos en el mango para evitar que rueden sobre superficies planas.
- Perfil de la punta del destornillador etiquetado en la tapa para una fácil identificación.
- Fabricados con acero de herramienta de calidad premium de Wiha, proporcionando resistencia y durabilidad.
- Acabado en óxido negro para protección contra la corrosión.
- Puntas mecanizadas con precisión para un ajuste exacto y reducción del deslizamiento.

Incluye:
- Destornilladores de punta plana: 3.5 mm, 4.0 mm, 5.5 mm, 6.5 mm
- Destornilladores Phillips: #1, #2, #3

Especificaciones:
- Código SKU: 32099
- UPC: 084705320991
- Peso: 0.73 kg

Aplicaciones:
- Ideal para trabajos eléctricos y electrónicos, ya que cada destornillador está probado individualmente a 10,000 voltios AC y clasificado para 1,000 voltios AC, garantizando seguridad y tranquilidad.
- Perfecto para técnicos, electricistas y profesionales que requieren herramientas de alta calidad para tareas precisas y seguras.

Beneficios prácticos:
- Con Wiha, obtienes herramientas diseñadas para cumplir con los más altos estándares de calidad y rendimiento, asegurando que cada tarea se realice con la máxima eficiencia y seguridad.
- La combinación de materiales de primera calidad y diseño ergonómico asegura que los destornilladores sean cómodos de usar durante períodos prolongados, mejorando la productividad y reduciendo la fatiga del usuario."
30702,Insulated SoftFinish Xeno Slotted/Phillips Driver #1 x 80mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/files/fzdnxbxtaiihfkwt5whp_8cac4e8c-c4b1-4e12-ab07-be3f22b89ece.jpg?v=1742175324,https://www.wihatools.com/products/insulated-xeno-1-softfinishr-driver,"Destornillador Aislado SoftFinish Xeno Ranurado/Phillips #1 x 80mm 30702

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish con agarre acolchado para mayor comodidad y control
- Construcción de doble dureza para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica constante
- Planos paralelos en el mango para evitar que ruede sobre superficies planas
- Perfil de la punta etiquetado en la tapa para una fácil identificación
- Acero de herramienta de calidad premium Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción de deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado a 1,000 voltios AC para seguridad
- Cumple con los estándares de prueba VDE para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas aisladas y aislantes
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con los puntos de referencia de pruebas CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha en Alemania
- Respaldado por la Garantía Sin Complicaciones de Wiha

Especificaciones:
- Peso: 0.10 kg
- SKU: 30702
- UPC: 084705307022

Aplicaciones:
El destornillador aislado SoftFinish Xeno Ranurado/Phillips #1 x 80mm es ideal para aplicaciones profesionales que requieren precisión y seguridad, como trabajos eléctricos y tareas de mantenimiento industrial. Su diseño ergonómico y su construcción robusta lo hacen adecuado para entornos exigentes donde la comodidad y la eficiencia son cruciales.

Con la calidad y el compromiso de Wiha con la excelencia e innovación, este destornillador ofrece la fiabilidad y el rendimiento que los profesionales demandan. Mejore su trabajo con herramientas diseñadas para cumplir los más altos estándares."
32948,"Insulated Industrial NE Style Lineman’s Pliers with Crimpers 9.5""",https://cdn.shopify.com/s/files/1/0608/2117/6576/products/zefnufihyf07p36nkmth.jpg?v=1742175570,https://www.wihatools.com/products/insulated-9-5-inch-lineman-s-pliers-with-crimpers,"Alicate Aislado Industrial Estilo NE con Crimpadora 9.5"" Wiha 32948

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Alicate de calidad premium diseñado para uso profesional y aplicaciones exigentes
- Mango ergonómico con empuñadura acolchada para mayor comodidad y control
- Construcción de doble dureza para una durabilidad prolongada
- Mangos moldeados directamente en el acero de la herramienta para un vínculo permanente
- Diseño de mango con protector antideslizante para mayor protección
- Pasos traseros elevados para facilitar la apertura
- Fabricado con acero herramienta C70 de calidad superior para resistencia y durabilidad
- Bordes de corte y mandíbulas endurecidos por inducción para una nitidez y longevidad superiores
- Zona de impacto estriada para martillar o escariar conductos
- Acabado industrial cepillado estándar para resistencia superficial
- Juntas remachadas de acero de alta resistencia para soportar altos niveles de carga
- Peso: 0.55 kg

Seguridad:
- Cada herramienta aislada Wiha es probada individualmente a 10,000 voltios AC y clasificada para 1,000 voltios AC (1,500 voltios DC) para seguridad en aplicaciones energizadas
- Certificación VDE y cumple con las normas de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas manuales aisladas e aislantes y los puntos de referencia de prueba CSA para seguridad y rendimiento

Beneficios Prácticos:
- DynamicJoint patentado por Wiha para un agarre un 40% más fuerte y cortes más fáciles
- La herramienta ofrece tranquilidad y seguridad en aplicaciones con energía
- Respaldo de la garantía sin complicaciones de Wiha

Aplicaciones:
- Ideal para electricistas y profesionales que trabajan en entornos energizados
- Adecuado para tareas de corte, crimpado y manipulación de cables y conductos
- Perfecto para trabajos industriales que requieren herramientas de alta resistencia y seguridad

Con el compromiso de Wiha con la excelencia e innovación, el Alicate Aislado Industrial Estilo NE con Crimpadora 9.5"" ofrece la fiabilidad y el rendimiento que los profesionales exigen. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32145,Insulated SlimLine Phillips Screwdriver #1 x 80mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/ufdw4i4h64pkrhj2s1u6.jpg?v=1742175571,https://www.wihatools.com/products/insulated-slim-phillips-screwdriver-1,"Destornillador Aislado SlimLine Phillips #1 x 80mm Wiha 32145

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico con recubrimiento acolchado para mayor comodidad y control
- Construcción de doble durometro para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Superficies planas paralelas para prevenir el rodamiento
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium Wiha para una gran resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta de ajuste exacto mecanizada con precisión para reducir el deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado a 1,000 voltios AC para seguridad y tranquilidad
- Cumple con los estándares de prueba VDE para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas aisladas e aislantes
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con los criterios de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha Alemania
- Fabricado en Alemania
- Respaldado por la Garantía Sin Problemas de Wiha

Especificaciones:
- Peso: 0.05 kg
- SKU: 32145
- UPC: 084705321455

Aplicaciones:
El destornillador aislado SlimLine Phillips #1 x 80mm de Wiha es ideal para aplicaciones profesionales que requieren precisión y seguridad, como trabajos eléctricos, mantenimiento industrial y tareas de ensamblaje en entornos que demandan herramientas de alto rendimiento. Su diseño ergonómico y construcción duradera lo convierten en una herramienta esencial para electricistas, técnicos y profesionales del mantenimiento que buscan confiabilidad y eficiencia en su trabajo diario.

Con el compromiso de Wiha hacia la excelencia e innovación, este destornillador ofrece la confiabilidad y el rendimiento que los profesionales exigen. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32046,Insulated SlimLine Slotted Screwdriver 3.5mm x 100mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/xueuucpyv2kfugap2mfj.jpg?v=1742175553,https://www.wihatools.com/products/insulated-slim-slotted-screwdriver-3-5,"Destornillador Aislado SlimLine de Punta Plana 3.5mm x 100mm

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish® con agarre acolchado para mayor comodidad y control
- Construcción de doble durometro para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Planos paralelos para evitar que ruede sobre superficies planas
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium de Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada de precisión para un ajuste exacto y reducción del deslizamiento
- Certificación VDE y cumple con las normas EN/IEC 60900 para protección contra explosiones por arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas aisladas y aislantes
- Cumple con las normas NFPA-70E para seguridad eléctrica en el lugar de trabajo
- Probado individualmente a 10,000 voltios AC y clasificado a 1,000 voltios AC para seguridad y tranquilidad
- Fabricado en Alemania
- Garantía Wiha No Hassle

Especificaciones:
- SKU: 32046
- UPC: 084705320465
- Peso: 0.03 kg

Aplicaciones:
El destornillador aislado SlimLine de punta plana 3.5mm x 100mm de Wiha es ideal para aplicaciones profesionales y exigentes, especialmente en entornos eléctricos donde la seguridad es primordial. Es perfecto para electricistas y técnicos que necesitan herramientas de alta calidad que ofrezcan precisión y seguridad al trabajar con componentes eléctricos.

Con el compromiso de Wiha hacia la excelencia e innovación, este destornillador ofrece la fiabilidad y el rendimiento que los profesionales demandan. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32049,Insulated SlimLine Slotted Screwdriver 4.0mm x 100mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/jlec3ts5pxlthcjgpgeq.jpg?v=1742175554,https://www.wihatools.com/products/insulated-slim-slotted-screwdriver-4-0,"Destornillador Aislado SlimLine de Punta Plana 4.0mm x 100mm Wiha 32049

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish® con agarre acolchado para mayor comodidad y control
- Construcción de doble durometro para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Planos paralelos en el mango para prevenir el rodado en superficies planas
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium Wiha para fuerza y durabilidad
- Acabado de óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción del deslizamiento
- Probado individualmente a 10,000 voltios CA y clasificado para 1,000 voltios CA para seguridad y tranquilidad

Especificaciones:
- Peso: 0.05 kg
- SKU: 32049
- UPC: 084705320496
- Fabricado en Alemania

Aplicaciones:
El destornillador aislado SlimLine de punta plana 4.0mm x 100mm de Wiha es ideal para aplicaciones profesionales y exigentes, especialmente en entornos eléctricos donde la seguridad es primordial. Es perfecto para electricistas y técnicos que necesitan herramientas confiables y seguras para trabajar con instalaciones eléctricas. Su diseño ergonómico y características de seguridad lo hacen adecuado para tareas que requieren precisión y control, asegurando un trabajo eficiente y seguro.

Beneficios:
Con el compromiso de Wiha con la excelencia e innovación, este destornillador ofrece la fiabilidad y rendimiento que los profesionales demandan. Diseñado y fabricado en Alemania, cumple con estándares de prueba VDE, ASTM F1505, EN/IEC 60900 y CSA para garantizar la protección contra explosiones de arco eléctrico y el rendimiento seguro en el lugar de trabajo. Además, cuenta con la garantía sin complicaciones de Wiha, lo que proporciona confianza en su compra."
32052,Insulated SlimLine Slotted Screwdriver 4.5mm x 125mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/jjqzdir6gebrdizpubrd.jpg?v=1742175554,https://www.wihatools.com/products/insulated-slim-slotted-screwdriver-4-5,"Destornillador Aislado SlimLine de Punta Plana 4.5mm x 125mm

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish® con agarre acolchado para mayor comodidad y control
- Construcción de doble durometro para una durabilidad prolongada
- Mango moldeado directamente a la hoja para un enlace permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Planos paralelos en el mango para prevenir el rodamiento en superficies planas
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium de Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción del deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado para 1,000 voltios AC para seguridad y tranquilidad
- Cumple con los estándares de prueba VDE para protección contra explosiones por arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas manuales aisladas y aislantes
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones por arco eléctrico
- Cumple con los puntos de referencia de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha en Alemania
- Fabricado en Alemania
- Garantía sin complicaciones de Wiha

Especificaciones:
- SKU: 32052
- UPC: 084705320526
- Peso: 0.064 kg

Aplicaciones:
Este destornillador aislado es ideal para profesionales que trabajan en entornos eléctricos, proporcionando seguridad y rendimiento confiable. Es perfecto para tareas de mantenimiento eléctrico, reparaciones en sistemas de alta tensión y cualquier aplicación donde la seguridad contra descargas eléctricas sea una prioridad. Diseñado para cumplir con los más altos estándares de calidad y seguridad, este destornillador es una herramienta esencial para electricistas y técnicos en el campo. 

Con el compromiso de Wiha con la excelencia e innovación, el Destornillador Aislado SlimLine de Punta Plana 4.5mm x 125mm ofrece la fiabilidad y el rendimiento que los profesionales exigen. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32055,Insulated SlimLine Slotted Screwdriver 5.5mm x 125mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/v1pwwxai3ldhcxcacrol.jpg?v=1742175553,https://www.wihatools.com/products/insulated-slim-slotted-screwdriver-5-5,"Destornillador Aislado SlimLine de Punta Plana 5.5mm x 125mm - Wiha 32055

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish® con agarre acolchado para mayor comodidad y control
- Construcción de doble dureza para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Superficies planas paralelas para prevenir que ruede sobre superficies planas
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción de deslizamientos
- Probado individualmente a 10,000 voltios AC y clasificado hasta 1,000 voltios AC para seguridad
- Cumple con los estándares de prueba VDE para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas aisladas y de aislamiento
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con los estándares de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha Alemania
- Fabricado en Alemania
- Garantía Wiha sin complicaciones

Especificaciones:
- Peso: 0.10 kg
- SKU: 32055
- UPC: 084705320557

Aplicaciones:
Este destornillador aislado SlimLine de punta plana es ideal para aplicaciones profesionales que requieren un alto nivel de seguridad y precisión, especialmente en entornos eléctricos. Su diseño ergonómico y su construcción robusta lo hacen perfecto para electricistas y técnicos que trabajan en instalaciones donde la seguridad es primordial. Gracias a su certificación VDE y su capacidad de aislamiento, es una herramienta esencial para trabajos eléctricos, proporcionando confianza y tranquilidad en cada tarea.

Con el compromiso de Wiha hacia la excelencia e innovación, el destornillador aislado SlimLine de punta plana 5.5mm x 125mm ofrece la fiabilidad y el rendimiento que los profesionales demandan. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
32058,Insulated SlimLine Slotted Screwdriver 6.5mm x 150mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/ci7isgd41cfcrmkmnkmb.jpg?v=1742175553,https://www.wihatools.com/products/insulated-slim-slotted-screwdriver-6-5,"Destornillador Aislado SlimLine de Punta Plana 6.5mm x 150mm - Wiha 32058

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico SoftFinish® con agarre acolchado para mayor comodidad y control
- Construcción de doble dureza para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Superficies planas paralelas para prevenir que ruede sobre superficies planas
- Perfil de la punta etiquetado en la tapa para una fácil identificación
- Acero de herramienta de calidad premium de Wiha para resistencia y durabilidad
- Acabado de óxido negro para protección contra la corrosión
- Punta mecanizada de precisión para un ajuste exacto y reducción del deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado para 1,000 voltios AC para seguridad y tranquilidad
- Cumple con los estándares de prueba VDE para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas de mano aisladas e aislantes
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con los puntos de referencia de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha Alemania
- Fabricado en Alemania
- Respaldado por la garantía sin complicaciones de Wiha

Especificaciones:
- Peso: 0.11 kg
- Modelo: 32058
- UPC: 084705320588

Aplicaciones:
El destornillador aislado SlimLine de punta plana 6.5mm x 150mm de Wiha es ideal para aplicaciones profesionales y exigentes en entornos eléctricos. Su diseño ergonómico y materiales de alta calidad lo hacen perfecto para trabajos que requieren precisión y seguridad, como instalaciones eléctricas y mantenimiento de equipos eléctricos. La certificación VDE y el cumplimiento de estándares internacionales aseguran la máxima protección y rendimiento en el lugar de trabajo.

Con el compromiso de Wiha con la excelencia y la innovación, este destornillador ofrece la fiabilidad y el rendimiento que los profesionales demandan. Mejora tu trabajo con herramientas diseñadas para cumplir con los más altos estándares."
30746,Insulated SlimLine Xeno Driver #1 x 80mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/eobjgykynfxhmqrgwuih.jpg?v=1742175688,https://www.wihatools.com/products/insulated-slimline-xeno-driver-1x80,"Destornillador Aislado SlimLine Xeno #1 x 80mm Wiha 30746

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


El destornillador aislado SlimLine Xeno #1 x 80mm Wiha 30746 es una herramienta de calidad premium diseñada para usos profesionales y aplicaciones exigentes.

Características:
- Mango ergonómico SoftFinish con agarre acolchado para confort y control
- Construcción de doble dureza para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica constante
- Superficies planas paralelas en el mango para evitar que ruede sobre superficies planas
- Perfil de la punta del destornillador etiquetado en la tapa para fácil identificación
- Acero herramienta de calidad premium de Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción del deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado a 1,000 voltios AC (1,500 voltios DC) para seguridad en aplicaciones energizadas
- Certificado VDE y cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas de mano aisladas y aislantes
- Cumple con los estándares de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierado por Wiha Alemania
- Fabricado en Alemania
- Respaldado por la Garantía Sin Complicaciones de Wiha

Especificaciones:
- Peso: 0.05 kg
- SKU: 30746
- UPC: 084705307466

Aplicaciones:
Este destornillador es ideal para trabajos eléctricos donde la seguridad es primordial, como en la instalación y mantenimiento de sistemas eléctricos. Su diseño aislado lo hace perfecto para trabajar en entornos energizados, brindando tranquilidad al usuario gracias a sus rigurosas pruebas de seguridad.

Con el compromiso de Wiha hacia la excelencia e innovación, el destornillador aislado SlimLine Xeno #1 x 80mm ofrece la fiabilidad y el rendimiento que los profesionales exigen. Mejore su trabajo con herramientas diseñadas para cumplir con los más altos estándares."
30747,Insulated SlimLine Xeno Driver #2 x 100mm,https://cdn.shopify.com/s/files/1/0608/2117/6576/products/txvwddafyvdm9gpveyul.jpg?v=1742175688,https://www.wihatools.com/products/insulated-slimline-xeno-driver-2x100,"Destornillador Xeno SlimLine Aislado #2 x 100mm - Wiha 30747

-- FABRICADO EN ALEMANIA (no es producto chino) --

Somos PROFITOOLS, el único representante oficial de Wiha en Argentina.


Características:
- Mango ergonómico con agarre acolchado para mayor comodidad y control
- Construcción de doble durometro para una durabilidad prolongada
- Mango moldeado directamente a la hoja para una unión permanente
- Tamaño del mango proporcional a la hoja para una ventaja mecánica consistente
- Planos paralelos para prevenir el rodamiento
- Perfil de la punta etiquetado en la tapa para fácil identificación
- Acero de herramienta de calidad premium Wiha para resistencia y durabilidad
- Acabado en óxido negro para protección contra la corrosión
- Punta mecanizada con precisión para un ajuste exacto y reducción de deslizamiento
- Probado individualmente a 10,000 voltios AC y clasificado a 1,000 voltios AC para seguridad y tranquilidad
- Cumple con los estándares de prueba VDE para protección contra explosiones de arco eléctrico
- Cumple con las especificaciones estándar ASTM F1505 para herramientas de mano aisladas e aislantes
- Cumple con los estándares de prueba EN/IEC 60900 para protección contra explosiones de arco eléctrico
- Cumple con los puntos de referencia de prueba CSA para seguridad y rendimiento
- Diseñado e ingenierizado por Wiha Alemania
- Fabricado en Alemania
- Respaldado por la Garantía Sin Complicaciones de Wiha

Especificaciones:
- Peso: 0.10 kg
- SKU: 30747
- UPC: 084705307473

Aplicaciones:
Este destornillador es ideal para uso profesional en aplicaciones exigentes, especialmente en trabajos eléctricos donde la seguridad es primordial. Su diseño aislado lo hace perfecto para tareas en entornos de alta tensión, asegurando protección contra descargas eléctricas. La precisión de su punta y la durabilidad de los materiales lo convierten en una herramienta esencial para electricistas y técnicos que buscan calidad y seguridad en cada uso.

Con el compromiso de Wiha con la excelencia e innovación, el Destornillador Xeno SlimLine Aislado #2 x 100mm ofrece la fiabilidad y el rendimiento que los profesionales demandan. Mejore su trabajo con herramientas diseñadas para cumplir con los más altos estándares."
